word,pos,level,mp3_url
lifetime,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lifet/lifetime__gb_1.mp3
lift,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lift_/lift__gb_2.mp3
lift,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lift_/lift__gb_2.mp3
light,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/light__gb_2.mp3
light,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/light__gb_2.mp3
light,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/light__gb_2.mp3
lighting,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/lighting__gb_1.mp3
like,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/like_/like__gb_1.mp3
like,preposition,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/like_/like__gb_1.mp3
like,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/like_/like__gb_1.mp3
likelihood,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/likel/likelihood__gb_1.mp3
likely,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/likel/likely__gb_2.mp3
likewise,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/likew/likewise__gb_1.mp3
limb,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limb_/limb__gb_1.mp3
limit,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limit__gb_2.mp3
limit,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limit__gb_2.mp3
limitation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limitation__gb_2.mp3
limited,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limited__gb_1.mp3
line,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/line_/line__gb_1.mp3
line,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/line_/line__gb_1.mp3
line-up,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/line_/line_up_1_gb_1.mp3
linear,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/linea/linear__gb_1.mp3
linger,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/linge/linger__gb_1.mp3
link,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/link_/link__gb_2.mp3
link,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/link_/link__gb_2.mp3
lion,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lio/lion_/lion__gb_2.mp3
lip,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lip/lip__/lip__gb_1.mp3
liquid,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liq/liqui/liquid__gb_1.mp3
liquid,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liq/liqui/liquid__gb_1.mp3
list,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/list_/list__gb_1.mp3
list,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/list_/list__gb_1.mp3
listen,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/liste/listen__gb_1.mp3
listener,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/liste/listener__gb_1.mp3
listing,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/listi/listing__gb_1.mp3
literacy,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literacy__gb_2.mp3
literally,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literally__gb_1.mp3
literary,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literary__gb_1.mp3
literature,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literature__gb_3.mp3
litre,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/litre/litre__gb_1.mp3
litter,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/litte/litter__gb_1.mp3
little,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/littl/little__gb_2.mp3
little,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/littl/little__gb_2.mp3
little,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/littl/little__gb_2.mp3
little,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/littl/little__gb_2.mp3
live,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/live_/live__gb_2.mp3
live,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/live_/live__gb_2.mp3
live,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/live_/live__gb_1.mp3
lively,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/livel/lively__gb_1.mp3
liver,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/liver/liver__gb_1.mp3
living,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/livin/living__gb_1.mp3
living,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liv/livin/living__gb_1.mp3
load,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loa/load_/load__gb_1.mp3
load,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loa/load_/load__gb_1.mp3
loan,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loa/loan_/loan__gb_2.mp3
lobby,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lob/lobby/lobby__gb_1.mp3
lobby,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lob/lobby/lobby__gb_1.mp3
local,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/local/local__gb_3.mp3
local,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/local/local__gb_3.mp3
locate,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/locat/locate__gb_1.mp3
located,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/locat/located__gb_3.mp3
location,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/locat/location__gb_2.mp3
lock,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/lock_/lock__gb_1.mp3
lock,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loc/lock_/lock__gb_1.mp3
log,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/log/log__/log__gb_1.mp3
log,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/log/log__/log__gb_1.mp3
logic,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/log/logic/logic__gb_1.mp3
logical,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/log/logic/logical__gb_2.mp3
logo,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/log/logo_/logo__gb_1.mp3
lonely,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/lonel/lonely__gb_1.mp3
long,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long__gb_2.mp3
long,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long__gb_2.mp3
long-standing,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long_standing_1_gb_1.mp3
long-term,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long_term_1_gb_2.mp3
long-term,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long_term_1_gb_2.mp3
long-time,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lon/long_/long_time_1_gb_3.mp3
look,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loo/look_/look__gb_1.mp3
look,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loo/look_/look__gb_1.mp3
loom,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loo/loom_/loom__gb_1.mp3
loop,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loo/loop_/loop__gb_1.mp3
loose,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loo/loose/loose__gb_1.mp3
lord,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lor/lord_/lord__gb_1.mp3
lorry,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lor/lorry/lorry__gb_2.mp3
lose,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/los/lose_/lose__gb_1.mp3
loss,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/los/loss_/loss__gb_3.mp3
lost,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/los/lost_/lost__gb_2.mp3
lot,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lot/lot__/lot__gb_1.mp3
lot,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lot/lot__/lot__gb_1.mp3
lot,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lot/lot__/lot__gb_1.mp3
lottery,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lot/lotte/lottery__gb_1.mp3
loud,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lou/loud_/loud__gb_1.mp3
loud,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lou/loud_/loud__gb_1.mp3
loudly,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lou/loudl/loudly__gb_1.mp3
love,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lov/love_/love__gb_1.mp3
love,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lov/love_/love__gb_1.mp3
lovely,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lov/lovel/lovely__gb_1.mp3
low,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/low/low__/low__gb_3.mp3
low,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/low/low__/low__gb_3.mp3
low,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/low/low__/low__gb_3.mp3
lower,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/low/lower/lower__gb_1.mp3
loyal,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loy/loyal/loyal__gb_2.mp3
loyalty,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/loy/loyal/loyalty__gb_1.mp3
luck,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/luc/luck_/luck__gb_1.mp3
lucky,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/luc/lucky/lucky__gb_1.mp3
lunch,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lun/lunch/lunch__gb_1.mp3
lung,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lun/lung_/lung__gb_1.mp3
luxury,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lux/luxur/luxury__gb_1.mp3
luxury,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lux/luxur/luxury__gb_1.mp3
lyric,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lyr/lyric/lyric__gb_1.mp3
machine,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mac/machi/machine__gb_1.mp3
machinery,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mac/machi/machinery__gb_1.mp3
mad,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mad/mad__/mad__gb_1.mp3
magazine,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magaz/magazine__gb_1.mp3
magic,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magic/magic__gb_1.mp3
magic,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magic/magic__gb_1.mp3
magical,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magic/magical__gb_1.mp3
magistrate,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magis/magistrate__gb_1.mp3
magnetic,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magne/magnetic__gb_1.mp3
magnificent,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magni/magnificent__gb_1.mp3
magnitude,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mag/magni/magnitude__gb_1.mp3
mail,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/mail_/mail__gb_1.mp3
mail,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/mail_/mail__gb_1.mp3
main,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/main_/main__gb_1.mp3
mainland,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/mainl/mainland__gb_2.mp3
mainly,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/mainl/mainly__gb_1.mp3
mainstream,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/mains/mainstream__gb_1.mp3
mainstream,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/mains/mainstream__gb_1.mp3
maintain,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/maint/maintain__gb_3.mp3
maintenance,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mai/maint/maintenance__gb_1.mp3
major,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/maj/major/major__gb_2.mp3
majority,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/maj/major/majority__gb_3.mp3
make,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mak/make_/make__gb_1.mp3
make,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mak/make_/make__gb_1.mp3
make-up,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mak/make_/make_up_1_gb_1.mp3
making,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mak/makin/making__gb_1.mp3
male,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mal/male_/male__gb_1.mp3
male,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mal/male_/male__gb_1.mp3
mall,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mal/mall_/mall__gb_1.mp3
man,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/man__/man__gb_2.mp3
manage,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manag/manage__gb_1.mp3
management,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manag/management__gb_2.mp3
manager,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manag/manager__gb_1.mp3
mandate,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manda/mandate__gb_1.mp3
mandatory,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manda/mandatory__gb_1.mp3
manifest,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manif/manifest__gb_1.mp3
manipulate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manip/manipulate__gb_1.mp3
manipulation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manip/manipulation__gb_1.mp3
manner,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manne/manner__gb_1.mp3
manufacture,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manuf/manufacture__gb_3.mp3
manufacturing,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manuf/manufacturing__gb_1.mp3
manuscript,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/manus/manuscript__gb_1.mp3
many,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/many_/many__gb_1.mp3
many,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/man/many_/many__gb_1.mp3
map,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/map/map__/map__gb_1.mp3
map,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/map/map__/map__gb_1.mp3
marathon,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marat/marathon__gb_1.mp3
March,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/march/march__gb_2.mp3
march,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/march/march__gb_2.mp3
march,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/march/march__gb_2.mp3
margin,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/margi/margin__gb_1.mp3
marginal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/margi/marginal__gb_1.mp3
marine,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marin/marine__gb_1.mp3
mark,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/mark_/mark__gb_1.mp3
mark,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/mark_/mark__gb_1.mp3
marker,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marke/marker__gb_1.mp3
market,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marke/market__gb_3.mp3
market,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marke/market__gb_3.mp3
marketing,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marke/marketing__gb_1.mp3
marketplace,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marke/marketplace__gb_1.mp3
marriage,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marri/marriage__gb_1.mp3
married,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marri/married__gb_1.mp3
marry,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marry/marry__gb_1.mp3
martial,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mar/marti/martial__gb_1.mp3
mask,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mas/mask_/mask__gb_1.mp3
mass,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mas/mass_/mass__gb_2.mp3
mass,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mas/mass_/mass__gb_2.mp3
massacre,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mas/massa/massacre__gb_1.mp3
massive,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mas/massi/massive__gb_1.mp3
master,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mas/maste/master__gb_1.mp3
master,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mas/maste/master__gb_1.mp3
match,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/match/match__gb_1.mp3
match,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/match/match__gb_1.mp3
matching,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/match/matching__gb_1.mp3
mate,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/mate_/mate__gb_1.mp3
mate,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/mate_/mate__gb_1.mp3
material,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/mater/material__gb_2.mp3
material,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/mater/material__gb_2.mp3
mathematical,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/mathe/mathematical__gb_1.mp3
mathematics,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/mathe/mathematics__gb_1.mp3
maths,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/maths/maths__gb_3.mp3
matter,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/matte/matter__gb_1.mp3
matter,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/matte/matter__gb_1.mp3
mature,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/matur/mature__gb_1.mp3
mature,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mat/matur/mature__gb_1.mp3
maximize,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/max/maxim/maximize__gb_1.mp3
maximum,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/max/maxim/maximum__gb_2.mp3
maximum,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/max/maxim/maximum__gb_2.mp3
May,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/may/may_1/may_1_gb_1.mp3
may,modal verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/may/may_1/may_1_gb_1.mp3
maybe,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/may/maybe/maybe__gb_1.mp3
mayor,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/may/mayor/mayor__gb_1.mp3
me,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/me_/me__g/me__gb_3.mp3
meal,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/meal_/meal__gb_1.mp3
mean,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/mean_/mean__gb_2.mp3
meaning,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/meani/meaning__gb_1.mp3
meaningful,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/meani/meaningful__gb_1.mp3
means,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/means/means__gb_1.mp3
meantime,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/meant/meantime__gb_1.mp3
meanwhile,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/meanw/meanwhile__gb_1.mp3
measure,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/measu/measure__gb_3.mp3
measure,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/measu/measure__gb_3.mp3
measurement,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/measu/measurement__gb_2.mp3
meat,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mea/meat_/meat__gb_1.mp3
mechanic,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mec/mecha/mechanic__gb_1.mp3
mechanical,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mec/mecha/mechanical__gb_3.mp3
mechanism,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mec/mecha/mechanism__gb_1.mp3
medal,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/medal/medal__gb_1.mp3
media,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/media/media__gb_3.mp3
medical,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/medic/medical__gb_2.mp3
medication,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/medic/medication__gb_1.mp3
medicine,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/medic/medicine__gb_5.mp3
medieval,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/medie/medieval__gb_1.mp3
meditation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/medit/meditation__gb_1.mp3
medium,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/mediu/medium__gb_2.mp3
medium,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/med/mediu/medium__gb_2.mp3
meet,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mee/meet_/meet__gb_1.mp3
meeting,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mee/meeti/meeting__gb_1.mp3
melody,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mel/melod/melody__gb_1.mp3
melt,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mel/melt_/melt__gb_1.mp3
member,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mem/membe/member__gb_1.mp3
membership,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mem/membe/membership__gb_1.mp3
memo,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mem/memo_/memo__gb_1.mp3
memoir,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mem/memoi/memoir__gb_1.mp3
memorable,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mem/memor/memorable__gb_1.mp3
