word,pos,level,mp3_url
enough,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eno/enoug/enough__gb_1.mp3
enquire,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enq/enqui/enquire__gb_1.mp3
enquiry,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enq/enqui/enquiry__gb_1.mp3
enrich,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enr/enric/enrich__gb_1.mp3
enrol,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enr/enrol/enrol__gb_1.mp3
ensue,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ens/ensue/ensue__gb_1.mp3
ensure,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ens/ensur/ensure__gb_3.mp3
enter,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enter/enter__gb_1.mp3
enterprise,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enter/enterprise__gb_1.mp3
entertain,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enter/entertain__gb_1.mp3
entertaining,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enter/entertaining__gb_1.mp3
entertainment,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enter/entertainment__gb_1.mp3
enthusiasm,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enthu/enthusiasm__gb_1.mp3
enthusiast,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enthu/enthusiast__gb_1.mp3
enthusiastic,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/enthu/enthusiastic__gb_1.mp3
entire,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/entir/entire__gb_1.mp3
entirely,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/entir/entirely__gb_3.mp3
entitle,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/entit/entitle__gb_1.mp3
entity,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/entit/entity__gb_1.mp3
entrance,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/entra/entrance__gb_1.mp3
entrepreneur,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/entre/entrepreneur__gb_1.mp3
entry,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ent/entry/entry__gb_1.mp3
envelope,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/env/envel/envelope__gb_1.mp3
environment,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/env/envir/environment__gb_2.mp3
environmental,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/env/envir/environmental__gb_2.mp3
epidemic,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/epi/epide/epidemic__gb_1.mp3
episode,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/epi/episo/episode__gb_1.mp3
equal,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equal/equal__gb_1.mp3
equal,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equal/equal__gb_1.mp3
equal,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equal/equal__gb_1.mp3
equality,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equal/equality__gb_1.mp3
equally,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equal/equally__gb_4.mp3
equation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equat/equation__gb_1.mp3
equip,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equip/equip__gb_1.mp3
equipment,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equip/equipment__gb_2.mp3
equivalent,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equiv/equivalent__gb_2.mp3
equivalent,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/equ/equiv/equivalent__gb_2.mp3
era,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/era/era__/era__gb_1.mp3
erect,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ere/erect/erect__gb_1.mp3
error,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/err/error/error__gb_2.mp3
erupt,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eru/erupt/erupt__gb_1.mp3
escalate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/esc/escal/escalate__gb_1.mp3
escape,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/esc/escap/escape__gb_1.mp3
escape,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/esc/escap/escape__gb_1.mp3
especially,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/esp/espec/especially__gb_2.mp3
essay,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ess/essay/essay__gb_3.mp3
essence,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ess/essen/essence__gb_1.mp3
essential,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ess/essen/essential__gb_2.mp3
essentially,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ess/essen/essentially__gb_1.mp3
establish,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estab/establish__gb_2.mp3
establishment,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estab/establishment__gb_1.mp3
estate,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estat/estate__gb_1.mp3
estimate,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estim/estimate__gb_4.mp3
estimate,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/est/estim/estimate__gb_3.mp3
eternal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ete/etern/eternal__gb_1.mp3
ethic,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eth/ethic/ethic__gb_1.mp3
ethical,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eth/ethic/ethical__gb_2.mp3
ethnic,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eth/ethni/ethnic__gb_2.mp3
euro,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eur/euro_/euro__gb_2.mp3
evacuate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eva/evacu/evacuate__gb_1.mp3
evaluate,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eva/evalu/evaluate__gb_2.mp3
evaluation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eva/evalu/evaluation__gb_1.mp3
even,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/even_/even__gb_1.mp3
even,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/even_/even__gb_1.mp3
evening,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/eveni/evening__gb_1.mp3
event,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/event/event__gb_1.mp3
eventually,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/event/eventually__gb_2.mp3
ever,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/ever_/ever__gb_1.mp3
every,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/every/every__gb_1.mp3
everybody,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/every/everybody__gb_3.mp3
everyday,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/every/everyday__gb_1.mp3
everyone,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/every/everyone__gb_1.mp3
everything,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/every/everything__gb_1.mp3
everywhere,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eve/every/everywhere__gb_1.mp3
evidence,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evi/evide/evidence__gb_2.mp3
evident,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evi/evide/evident__gb_2.mp3
evil,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evi/evil_/evil__gb_1.mp3
evil,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evi/evil_/evil__gb_1.mp3
evoke,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evo/evoke/evoke__gb_1.mp3
evolution,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evo/evolu/evolution__gb_1.mp3
evolutionary,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evo/evolu/evolutionary__gb_1.mp3
evolve,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/evo/evolv/evolve__gb_3.mp3
exact,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/exact/exact__gb_1.mp3
exactly,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/exact/exactly__gb_1.mp3
exaggerate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/exagg/exaggerate__gb_1.mp3
exam,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/exam_/exam__gb_1.mp3
examination,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/exami/examination__gb_2.mp3
examine,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/exami/examine__gb_1.mp3
example,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exa/examp/example__gb_1.mp3
exceed,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excee/exceed__gb_3.mp3
excellence,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excel/excellence__gb_1.mp3
excellent,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excel/excellent__gb_1.mp3
except,conjunction,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excep/except__gb_1.mp3
except,preposition,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excep/except__gb_1.mp3
exception,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excep/exception__gb_1.mp3
exceptional,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excep/exceptional__gb_1.mp3
excess,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/exces/excess__gb_2.mp3
excess,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/exces/excess__gb_1.mp3
excessive,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/exces/excessive__gb_1.mp3
exchange,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excha/exchange__gb_1.mp3
exchange,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excha/exchange__gb_1.mp3
excited,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excit/excited__gb_3.mp3
excitement,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excit/excitement__gb_1.mp3
exciting,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excit/exciting__gb_1.mp3
exclude,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/exclu/exclude__gb_2.mp3
exclusion,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/exclu/exclusion__gb_1.mp3
exclusive,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/exclu/exclusive__gb_1.mp3
exclusively,adverb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/exclu/exclusively__gb_1.mp3
excuse,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excus/excuse__gb_1.mp3
excuse,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exc/excus/excuse__gb_2.mp3
execute,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exe/execu/execute__gb_2.mp3
execution,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exe/execu/execution__gb_1.mp3
executive,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exe/execu/executive__gb_1.mp3
executive,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exe/execu/executive__gb_1.mp3
exercise,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exe/exerc/exercise__gb_1.mp3
exercise,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exe/exerc/exercise__gb_1.mp3
exert,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exe/exert/exert__gb_1.mp3
exhibit,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exh/exhib/exhibit__gb_3.mp3
exhibit,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exh/exhib/exhibit__gb_3.mp3
exhibition,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exh/exhib/exhibition__gb_1.mp3
exile,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exi/exile/exile__gb_1.mp3
exist,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exi/exist/exist__gb_3.mp3
existence,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exi/exist/existence__gb_1.mp3
exit,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exi/exit_/exit__gb_1.mp3
exit,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exi/exit_/exit__gb_1.mp3
exotic,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exo/exoti/exotic__gb_3.mp3
expand,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expan/expand__gb_3.mp3
expansion,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expan/expansion__gb_1.mp3
expect,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expec/expect__gb_1.mp3
expectation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expec/expectation__gb_1.mp3
expected,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expec/expected__gb_1.mp3
expedition,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exped/expedition__gb_1.mp3
expenditure,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expen/expenditure__gb_1.mp3
expense,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expen/expense__gb_1.mp3
expensive,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expen/expensive__gb_3.mp3
experience,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/experience__gb_1.mp3
experience,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/experience__gb_1.mp3
experienced,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/experienced__gb_1.mp3
experiment,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/experiment__gb_6.mp3
experiment,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/experiment__gb_6.mp3
experimental,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/experimental__gb_2.mp3
expert,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/expert__gb_2.mp3
expert,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/expert__gb_2.mp3
expertise,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/exper/expertise__gb_1.mp3
expire,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expir/expire__gb_1.mp3
explain,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expla/explain__gb_3.mp3
explanation,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expla/explanation__gb_2.mp3
explicit,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expli/explicit__gb_4.mp3
explicitly,adverb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expli/explicitly__gb_1.mp3
explode,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/explode__gb_1.mp3
exploit,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/exploit__gb_5.mp3
exploitation,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/exploitation__gb_1.mp3
exploration,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/exploration__gb_1.mp3
explore,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/explore__gb_1.mp3
explosion,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/explosion__gb_1.mp3
explosive,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/explosive__gb_1.mp3
explosive,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/explo/explosive__gb_1.mp3
export,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expor/export__gb_2.mp3
export,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expor/export__gb_1.mp3
expose,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expos/expose__gb_2.mp3
exposure,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expos/exposure__gb_1.mp3
express,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expre/express__gb_1.mp3
expression,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/exp/expre/expression__gb_1.mp3
extend,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/exten/extend__gb_1.mp3
extension,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/exten/extension__gb_1.mp3
extensive,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/exten/extensive__gb_1.mp3
extensively,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/exten/extensively__gb_1.mp3
extent,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/exten/extent__gb_1.mp3
external,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/exter/external__gb_2.mp3
extra,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extra/extra__gb_1.mp3
extra,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extra/extra__gb_1.mp3
extra,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extra/extra__gb_1.mp3
extract,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extra/extract__gb_1.mp3
extract,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extra/extract__gb_2.mp3
extraordinary,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extra/extraordinary__gb_1.mp3
extreme,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extre/extreme__gb_1.mp3
extreme,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extre/extreme__gb_1.mp3
extremely,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extre/extremely__gb_1.mp3
extremist,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ext/extre/extremist__gb_1.mp3
eye,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eye/eye__/eye__gb_2.mp3
fabric,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fab/fabri/fabric__gb_1.mp3
fabulous,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fab/fabul/fabulous__gb_1.mp3
face,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/face_/face__gb_3.mp3
face,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/face_/face__gb_3.mp3
facilitate,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/facil/facilitate__gb_1.mp3
facility,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/facil/facility__gb_3.mp3
fact,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/fact_/fact__gb_2.mp3
faction,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/facti/faction__gb_2.mp3
factor,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/facto/factor__gb_2.mp3
factory,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/facto/factory__gb_3.mp3
faculty,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fac/facul/faculty__gb_2.mp3
fade,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fad/fade_/fade__gb_1.mp3
fail,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/fail_/fail__gb_1.mp3
failed,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/faile/failed__gb_1.mp3
failure,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/failu/failure__gb_2.mp3
fair,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/fair_/fair__gb_1.mp3
fairly,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/fairl/fairly__gb_1.mp3
fairness,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/fairn/fairness__gb_1.mp3
faith,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fai/faith/faith__gb_1.mp3
fake,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fak/fake_/fake__gb_2.mp3
fall,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fal/fall_/fall__gb_2.mp3
fall,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fal/fall_/fall__gb_2.mp3
false,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fal/false/false__gb_3.mp3
fame,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fam/fame_/fame__gb_1.mp3
familiar,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fam/famil/familiar__gb_1.mp3
family,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fam/famil/family__gb_1.mp3
family,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fam/famil/family__gb_1.mp3
famous,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fam/famou/famous__gb_1.mp3
fan,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fan__/fan__gb_2.mp3
fancy,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fancy/fancy__gb_2.mp3
fancy,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fancy/fancy__gb_2.mp3
fantastic,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fanta/fantastic__gb_1.mp3
fantasy,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fan/fanta/fantasy__gb_2.mp3
far,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3
far,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3
fare,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/fare_/fare__gb_1.mp3
farm,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farm_/farm__gb_1.mp3
farm,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farm_/farm__gb_1.mp3
farmer,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farme/farmer__gb_1.mp3
farming,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/farmi/farming__gb_1.mp3
fascinating,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fasci/fascinating__gb_1.mp3
fashion,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fashi/fashion__gb_1.mp3
fashionable,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fashi/fashionable__gb_1.mp3
fast,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fast_/fast__gb_1.mp3
fast,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/fast_/fast__gb_1.mp3
fasten,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fas/faste/fasten__gb_1.mp3
fat,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fat/fat__/fat__gb_1.mp3
fat,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fat/fat__/fat__gb_1.mp3
fatal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fat/fatal/fatal__gb_1.mp3
fate,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fat/fate_/fate__gb_1.mp3
